reference,doi,species,treatment,replicate,t,p_mean,p_sd,n,source
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria hyperborea,30m,15,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,0m,16,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,0m,17,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,0m,18,99,0.328445748,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,0m,19,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,0m,20,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,15m,21,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,15m,22,99,0.972491909,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,15m,23,99,1.088507266,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,15m,24,99,1.19095092,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,15m,25,99,0.89894129,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,30m,26,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,30m,27,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,30m,28,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,30m,29,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2021,10.1016/j.marenvres.2021.105277,Laminaria ochroleuca,30m,30,99,0,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,1,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,2,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,3,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,4,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,5,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,6,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,7,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,8,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,9,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,10,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,11,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,12,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,13,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,14,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,15,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,16,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,17,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,18,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,19,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,20,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,21,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,22,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,23,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,24,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,25,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,26,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,27,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,28,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,29,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,30,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,31,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,32,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,33,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,34,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,35,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,36,0,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,1,7,0.971428571,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,2,7,1.0625,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,3,7,0.948717949,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,4,7,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,5,7,0.952380952,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,6,7,0.972972973,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,7,7,0.90625,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,8,7,1.043478261,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,9,7,0.934782609,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,10,7,1.057142857,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,11,7,0.926829268,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,12,7,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,13,7,1.022222222,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,14,7,0.970588235,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,15,7,0.981481482,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,16,7,1.108108108,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,17,7,0.972972973,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,18,7,1.029411765,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,19,7,0.978723404,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,20,7,1.114285714,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,21,7,0.943396226,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,22,7,1.108108108,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,23,7,0.973684211,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,24,7,1.148148148,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,25,7,1.021276596,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,26,7,1.066666667,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,27,7,0.945454546,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,28,7,1.085106383,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,29,7,1.023255814,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,30,7,1.086956522,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,31,7,0.903846154,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,32,7,1.04,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,33,7,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,34,7,1.054054054,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,35,7,0.905660377,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,36,7,1.066666667,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,1,12,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,2,12,1.125,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,3,12,0.948717949,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,4,12,1.138888889,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,5,12,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,6,12,1.297297297,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,7,12,1.03125,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,8,12,1.152173913,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,9,12,0.97826087,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,10,12,1.085714286,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,11,12,1.146341463,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,12,12,1.03030303,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,13,12,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,14,12,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,15,12,0.962962963,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,16,12,1.027027027,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,17,12,0.972972973,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,18,12,1.147058824,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,19,12,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,20,12,1.171428571,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,21,12,0.943396226,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,22,12,1.054054054,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,23,12,0.973684211,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,24,12,1.074074074,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,25,12,0.978723404,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,26,12,1.044444444,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,27,12,0.945454546,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,28,12,1.063829787,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,29,12,1.046511628,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,30,12,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,31,12,0.75,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,32,12,0.8,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,33,12,0.95,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,34,12,0.972972973,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,35,12,0.886792453,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,36,12,0.955555556,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,1,20,0.971428571,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,2,20,1.09375,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,3,20,0.974358974,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,4,20,1.027777778,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,5,20,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,6,20,0.783783784,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,7,20,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,8,20,0.934782609,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,9,20,0.891304348,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,10,20,1.114285714,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,11,20,0.634146342,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,12,20,1.03030303,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,13,20,1.066666667,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,14,20,0.911764706,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,15,20,1.055555556,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,16,20,1.054054054,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,17,20,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,18,20,1.117647059,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,19,20,1.021276596,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,20,20,1.171428571,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,21,20,0.981132076,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,22,20,1.054054054,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,23,20,1.026315789,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,24,20,1.148148148,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,25,20,1.085106383,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,26,20,0.933333333,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,27,20,1.018181818,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,28,20,1.191489362,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,29,20,1.093023256,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,30,20,1.130434783,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,31,20,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,32,20,1.12,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,33,20,0.925,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,34,20,0.918918919,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,35,20,0.981132076,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,36,20,0.711111111,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,1,26,1.028571429,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,2,26,1.15625,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,3,26,0.974358974,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,4,26,1.111111111,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,5,26,1.047619048,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,6,26,0.648648649,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,7,26,1.03125,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,8,26,0.869565217,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,9,26,0.673913044,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,10,26,1.085714286,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,11,26,0.634146342,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,12,26,0.636363636,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,13,26,1.088888889,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,14,26,0.823529412,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,15,26,1.074074074,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,16,26,1.162162162,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,17,26,1.108108108,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,18,26,1.147058824,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,1.5m,19,26,1.021276596,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,1.5m,20,26,1.285714286,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,21,26,1.037735849,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,22,26,0.945945946,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,3m,23,26,1,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,3m,24,26,0.777777778,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,25,26,1.085106383,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria ochroleuca,0.5m,26,26,0.888888889,NA,1,"Data, Figure 2"
Frontier et al. 2022,10.1016/j.marenvres.2021.105529,Laminaria hyperborea,0.5m,27,26,1.036363636,NA,1,"Data, Figure 2"
